			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
1	0	0	731	Mustanski, Brian; Greene, George J.; Ryan, Daniel; Whitton, Sarah W.	Feasibility, Acceptability, and Initial Efficacy of an Online Sexual Health Promotion Program for LGBT Youth	The Journal of Sex Research	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Internet // Internet; Medien // media; queer // queer; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; Verhütung // contraception
0	0	0	1945	Mustanski, Brian; Liu, Richard T.	A longitudinal study of predictors of suicide attempts among lesbian, gay, bisexual, and transgender youth	Archives of Sexual Behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 6.3 Negative Folgen	Ethnizität // ethnicity; Jugend // youth; Mentale Gesundheit // mental health; Nordamerika // North America; queer // queer; Selbstmord // suicide
1	0	0	837	Myers, Kristen; Raymond, Laura	Elementary School Girls and Heteronormativity	Gender & Society	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 5 Adressat_innen; 5.1 Kinder	Fokusgruppe // focus group; Geschlechterrolle // gender role; Grundschule // elementary school; Gruppensettings // group settings; Heteronormativität // heteronormativity; Kinder // children; Nordamerika // North America; Sexualität // sexuality
1	0	1	2306	Naezer, Marijke; Rommes, Els; Jansen, Willy	Empowerment through sex education?	Sex Education	1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2.11 Sonstige; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Diskurs // discourse; Empowerment // empowerment; Ethnographie // ethnography; Europa // Europe; Forschungsergebnisse // research results; Jugend // youth; Literaturreview // literature review; Macht // power; Niederlande // Netherlands; Policies // policies; Sexuelle Bildung // sexuality education
1	0	1	2112	Nanney, Megan; Brunsma, David L.	Moving Beyond Cis-terhood	Gender & Society	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Diskursanalyse // discourse analysis; Forschungsergebnisse // research results; Frauen // women; Geschlecht // gender; geschlechtergetrennte Bildung // single-sex education; Geschlechtsidentität // gender identity; Identität // identity; junge Erwachsene // young adults; Nordamerika // North America; Policies // policies; qualitative Forschung // qualitative research; queer // queer; trans*ident // trans*; Universität // college; USA // USA
1	0	1	2437	Nappa, Maria Rosaria; Palladino, Benedetta Emanuela; Menesini, Ersilia; Baiocco, Roberto	Teachers’ Reaction in Homophobic Bullying Incidents	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Einstellungen // attitudes; Europa // Europe; Forschungsergebnisse // research results; Homofeindlichkeit // homophobia; Italien // Italy; Lehrer*innen // teachers; Mobbing // bullying; Schule // school; Schüler*innen // pupils; Schutz // protection
0	0	0	2371	Nash, Jennifer C.	Pleasurable Blackness		1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik	Ethnizität // ethnicity; Schwarz // Black; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; Vergnügen // pleasure
1	0	0	822	Neary, Aoife; Gray, Breda; O'Sullivan, Mary	A queer politics of emotion	Gender and Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2.3 Weiterführende Schule	Gefühle // emotions; Lehrer*innen // teachers; queer // queer; Schule // school
0	0	0	1754	Needham, Belinda L.	Sexual attraction and trajectories of mental health and substance use during the transition from adolescence to adulthood	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Drogenkonsum // substance consumption; Forschungsergebnisse // research results; Jugend // youth; Mentale Gesundheit // mental health; queer // queer; sexuelle Gesundheit // sexual health
0	0	1	1114	Nelson, Sarah	Tackling child sexual abuse		1.4 Identitäten; 1.4.3 Schicht; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Betroffene // survivors; Europa // Europe; Gesundheitswesen // public health; Kinder // children; Kinder- und Jugendhilfe // child welfare system; Kinder- und Jugendschutz // child protection; Opferbeschuldigung // victim-blaming; Politik // politics; Sexualethik // sexual ethics; sexuelle Gewalt // sexual violence; sexueller Kindesmissbrauch // child sexual abuse; Soziale Schicht // social class; soziale Ungleichheit // social inequality; Sozialisation // socialization
1	0	0	755	Nelson, Pete; Cowburn, Malcolm	Social Work Admissions	The British Journal of Social Work	2 Institutioneller Kontext; 2.1 Dynamiken; 4 Fachkräfte; 4.1 Pädagogische FK; 6 Gewalt; 6.1 Täter*in; 6.5 Disclosure	Risikofaktoren // risk factors; soziale Ungleichheit // social inequality; Sozialisation // socialization; Täter*in // offender; Vulnerabilität // vulnerability
1	0	1	2300	Newby, Katie V.; Mathieu-Chartier, Sara	Spring fever	Sex Education	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 4.2 Extern; 5 Adressat_innen; 5.1 Kinder	Eltern // parents; Europa // Europe; Evaluation // evaluation; Forschungsergebnisse // research results; Großbritannien // Great Britain; Grundschule // elementary school; Lehrer*innen // teachers; Methodensammlung // toolkit; Schüler*innen // pupils; Sexuelle Bildung // sexuality education
1	0	1	1021	Newby, Katie; Wallace, Louise M.; Dunn, Orla; Brown, Katherine E.	A survey of English teenagers' sexual experience and preferences for school-based sex education	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Ethnizität // ethnicity; Europa // Europe; Jugend // youth; sexuelle Erfahrung // sexual experience; Survey // survey; Verhütung // contraception
1	0	1	2430	Newcomb, Michael E.; Feinstein, Brian A.; Matson, Margaret; Macapagal, Kathryn; Mustanski, Brian	"I Have No Idea What's Going On Out There"	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.3 Eltern und Familie	Eltern // parents; Familie // family; Forschungsergebnisse // research results; Jugend // youth; Kommunikation // communication; Nordamerika // North America; Peergruppe // peer group; queer // queer; schwul // gay; sexuelle Gesundheit // sexual health; trans*ident // trans*; USA // USA
0	0	1	2393	Newsom, Kimmery; Myers-Bowman, Karen	"I Am Not A Victim. I Am A Survivor"	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.4 Resilienz	Bewältigung // coping; Folgen // long-term effects; Forschungsergebnisse // research results; Frauen // women; Mädchen // girls; Nordamerika // North America; qualitative Forschung // qualitative research; Resilienz // resilience; Sexualität // sexuality; sexueller Kindesmissbrauch // child sexual abuse; USA // USA
0	0	1	1252	Niccolini, Alyssa D.	Spicing Up the Curriculum		1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.3.1 Schulfächer; 2.2.3.1.2 Literatur; 7 Sexualität	Ethnographie // ethnography; heimlicher Lehrplan // hidden curriculum; Homosexualität // homosexuality; Identität // identity; Intersektionalität // intersectionality; Jugend // youth; Lehrer*innen // teachers; Lehrplan // curriculum; lesbisch // lesbian; Medien // media; Narration // narrative; Nordamerika // North America; Popkultur // popular culture; Pornografie // pornography; Schwarz // Black; Selbstbestimmung // agency; Soziale Schicht // social class; soziale Ungleichheit // social inequality; Vergnügen // pleasure
0	0	1	2458	Nichols, Andrea J.; Edmond, Tonya; Heil, Erin C.	Social Work Practice with Survivors of Sex Trafficking and Commercial Sexual Exploitation		3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Handbuch // handbook; Menschenhandel // human trafficking; Methodensammlung // toolkit; Sexuelle Ausbeutung // sexual exploitation; Soziale Arbeit // social work; Trauma // trauma
1	0	0	1632	Niehaus, Ashley F.; Jackson, Joan; Davies, Stephanie	Sexual self-schemas of female child sexual abuse survivors	Archives of Sexual Behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.2.4 Übergriff	Folgen // long-term effects; Jugend // youth; Kinder // children; Risikoverhalten // risk behaviour; Selbstkonzept // self-concept; sexuelle Gewalt // sexual violence; sexueller Kindesmissbrauch // child sexual abuse; Vergewaltigung // rape
1	0	0	678	Nielsen, Silja; Paasonen, Susanna; Spišák, Sanna	‘Pervy role-play and such’	Sex Education	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Coming out // coming out; Internet // Internet; Mädchen // girls; Medien // media; Sexting // sexting
0	0	0	1755	Nishina, Adrienne	Microcontextual characteristics of peer victimization experiences and adolescents' daily well-being	Journal of Youth and Adolescence	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff; 6.3 Negative Folgen	Forschungsergebnisse // research results; Jugend // youth; Mobbing // bullying; Peergruppe // peer group; Schule // school
1	0	0	861	Nixon, David	Discrimination, performance and recuperation	Teaching and Teacher Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Pädagogische FK	Geschlecht // gender; Homosexualität // homosexuality; Lehrer*innen // teachers; Schulklima // school climate
0	0	0	1147	Noonan, A.; Taylor Gomez, Miriam	Who’s Missing?	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.2 Selbstbestimmung	Behinderung // disability; Homosexualität // homosexuality; queer // queer; trans*ident // trans*
1	0	1	2245	Noppari, Elina; Uusitalo, Niina; Kupiainen, Reijo	Talk to me!	Childhood	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder	Europa // Europe; Finnland // Finland; Forschungsergebnisse // research results; Kinder // children; Methodologie // methodology; Mixed methods // mixed methods; qualitative Forschung // qualitative research
0	0	0	1839	Norman, Moss E.	Embodying the Double-Bind of Masculinity	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche	Diskurs // discourse; Geschlechterrolle // gender role; Jungen // boys; Männlichkeit // masculinity; Nordamerika // North America
0	0	1	2230	Norona, Jerika C.; Olmstead, Spencer B.; Welsh, Deborah P.	Betrayals in Emerging Adulthood	The Journal of Sex Research	3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Forschungsergebnisse // research results; junge Erwachsene // young adults; Liebesbeziehung // romantic relationship; Nordamerika // North America; quantitative Forschung // quantitative research; Survey // survey; USA // USA
0	0	1	2356	Norona, Jerika C.; Scharf, Miri; Welsh, Deborah P.; Shulman, Shmuel	Predicting post-breakup distress and growth in emerging adulthood	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Forschungsergebnisse // research results; Gefühle // emotions; junge Erwachsene // young adults; Liebesbeziehung // romantic relationship; Nordamerika // North America; Survey // survey; USA // USA
0	0	0	1418	North, Connie E.	Introduction: Bending the Terrain		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT	Bisexualität // bisexuality; Identität // identity; queer // queer; schwul // gay; Sexuelle Bildung // sexuality education; trans*ident // trans*
0	0	1	1818	Nothdurfter, Urban; Nagy, Andrea	Few and Far from Radical?	The British Journal of Social Work	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 4 Fachkräfte; 4.1 Pädagogische FK	Literaturreview // literature review; queer // queer; Soziale Arbeit // social work
0	0	0	1713	Novak, Jamie; Furman, Wyndol	Partner Violence During Adolescence and Young Adulthood	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung	Forschungsergebnisse // research results; Gewalt in Beziehungen // dating violence; Jugend // youth; jugendliche Täter*innen // adolescent sex offender; Risikofaktoren // risk factors
0	0	0	201	Nunes, Kevin L.; McPhail, Ian V.; Babchishin, Kelly M.	Social anxiety and sexual offending against children	Journal of Sexual Aggression	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Angst // anxiety; Forschungsergebnisse // research results; Männer // men; Nordamerika // North America; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
0	0	0	1427	Nunez, Isabel	Introduction		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 2.2.5 Hochschule; 4 Fachkräfte; 4.1 Pädagogische FK	Bisexualität // bisexuality; Identität // identity; Lehrer*innen // teachers; lesbisch // lesbian; Schule // school; schwul // gay; Sexualität // sexuality; trans*ident // trans*
1	0	1	2196	Nurse, Anne M.	Coaches and child sexual abuse prevention training	Children and Youth Services Review	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.11 Sonstige; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Evaluation // evaluation; Forschungsergebnisse // research results; Kinder // children; Methodensammlung // toolkit; Nordamerika // North America; Prävention // prevention; sexueller Kindesmissbrauch // child sexual abuse; Sport // sports; Survey // survey; USA // USA
0	0	1	2059	Nyblade, Laura; Stockton, Melissa; Nyato, Daniel; Wamoyi, Joyce	Perceived, anticipated and experienced stigma	Culture, Health & Sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.2 Extern; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 7 Sexualität; 7.2 Selbstbestimmung	Afrika // Africa; Diskriminierung // discrimination; Forschungsergebnisse // research results; Frauen // women; junge Erwachsene // young adults; qualitative Forschung // qualitative research; qualitative Interviews // qualitative interviews; sexuelle Gesundheit // sexual health; Stigmatisierung // stigma; Tansania // Tanzania
1	0	1	1983	Nynäs, Peter; Yip, Andrew Kam-Tuck	Religion, gender, and sexuality in everyday life		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.5 Religion; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Beziehungsgestaltung	Geschlechterrolle // gender role; Religion // religion; Sexualität // sexuality; sexuelles Verhalten // sexual behaviour
0	0	0	195	Ó Ciardha, Caoilte; Gannon, Theresa A.	The cognitive distortions of child molesters are in need of treatment	Journal of Sexual Aggression	6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Behandlung // treatment; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
0	0	0	1541	O´Neill, Brian; Staksrud, Elisabeth	Policy implications and recommendations		1 Sozialer Kontext; 1.1 Policies; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder	Kinder // children; Medien // media; Policies // policies
