			Autor, Herausgeber oder Institution	Jahr ermittelt	Dokumententyp	Zeitschrift/Zeitung	Titel	Kategorien	Schlagwörter	Laufnummer
0	0	0	Miller, sj; Gilligan, James R.	2014	Beitrag in …		Heteronormative Harassment	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Heteronormativität // heteronormativity; Mobbing // bullying; queer; Schüler*innen // pupils	1256
1	0	0	Miller, Susan L.; Hefner, M. Kristen; Leon, Chrysanthi S.	2014	Zeitschriftenaufsatz	Children and Youth Services Review	Diffusing responsibility	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Medien // media; Pädosexualität // pedosexuality; sexueller Kindesmissbrauch; Victim-blaming // victim-blaming	895
0	0	0	Mills, Martin	2014	Beitrag in …		Schools, Violence, Masculinities and Privilege	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt	Homofeindlichkeit // homophobia; Jungen // boys; Männlichkeit // masculinity; Mobbing // bullying; Prävention // prevention; Schule // school; Schüler*innen // pupils; Schulklima // school climate	1221
1	0	0	Mitchell, Kimberly J.; Ybarra, Michele L.; Korchmaros, Josephine D.	2014	Zeitschriftenaufsatz	Child Abuse & Neglect	Sexual harassment among adolescents of different sexual orientations and gender identities	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Geschlechtsidentität // gender identity; queer; sexuelle Belästigung // sexual harassment; Sexuelle Orientierung // sexual orientation; Technologie // technology; trans*ident // trans*	774
0	0	0	Murphy, Lisa; Ranger, Rebekah; Fedorff, J. Paul	2014	Beitrag in …		Legal and Clinical Issues in Interpreting Child Pornography on the Internet	1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt	Internet; Kinder; Pornografie // pornography; Strafrecht // criminal justice	1488
0	0	0	Murray, Olivia J.	2014	Buch (Monographie)		Queer Inclusion in Teacher Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Universität; 4 Fachkräfte; 4.1 Intern	Homosexualität; Inklusion // inclusion; Lehrer*innen // Teachers; Sexuelle Bildung // sexuality education	577
0	0	1	Niccolini, Alyssa D.	2014	Beitrag in …		Spicing Up the Curriculum	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 2.2.3.1 Schulfächer; 2.2.3.1.2 Literatur; 7 Sexualität	Curriculum; heimlicher Lehrplan // hidden curriculum; Homosexualität; Identität // identity; Intersektionalität // intersectionality; Jugendliche und junge Erwachsene; Lehrer*innen // Teachers; lesbisch // lesbian; Medien // media; Narration // narrative; Popkultur // popular culture; Pornografie // pornography; schwarz // black; Selbstbestimmung // agency; soziale Ungleichheit und/oder Gerechtigkeit // social inequality and/or justice; Vergnügen // pleasure	1252
0	0	1	Ouer, Freeden	2014	Beitrag in …		It's Not How Regular Boys Are Supposed to Act	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Bisexualität // bisexuality; geschlechtergetrennte Bildung // single-sex education; heimlicher Lehrplan // hidden curriculum; Homofeindlichkeit // homophobia; Jungen // boys; Männlichkeit // masculinity; queer; Schule // school; Schüler*innen // pupils; Schulklima // school climate; schwarz // black; schwul // gay; sexuelles Verhalten // sexual behaviour	1266
0	0	0	Pendleton Jiménez, Karleen	2014	Beitrag in …		Off the Script	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 8 Forschung; 8.3 Methodologie	Geschlecht // gender; Lehrer*innen // Teachers; Pädagogik // pedagogy; Schule // school; Schüler*innen // pupils; Schulklima // school climate; Selbstbestimmung // agency; Widerstand // resistance	1259
0	0	1	Prier, Darius D.	2014	Beitrag in …		Schooling the Gendered Politics of Masculine Scripts in Black Popular Culture	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 7 Sexualität	Ethnizität // ethnicity; Jugendliche und junge Erwachsene; Männlichkeit // masculinity; Medien // media; Schule // school; schwarz // black	1244
0	0	0	Quinlivan, Kathleen	2014	Beitrag in …		""Butterflies Starting a Tornado""	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 2.2.3.1 Schulfächer; 2.2.3.1.3 AGs; 5 Adressat_innen; 5.2 Jugendliche	Aktivismus // activism; Heteronormativität // heteronormativity; queer; Schule // school; Schüler*innen // pupils	1260
0	0	0	Quinlivan, Kathleen	2014	Beitrag in …		""What´s wrong with Porn?""	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Medien // media; Pornografie // pornography; Sexuelle Bildung // sexuality education; Vergnügen // pleasure	1317
0	0	0	Quinlivan, Kathleen; Allen, Louisa; Rasmussen, Mary Louise	2014	Beitrag in …		After-Word(s)	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Sexuelle Bildung // sexuality education; Vergnügen // pleasure	1323
0	0	0	Racine, Christopher W.; Bates Billick, Stephen	2014	Beitrag in …		Conclusion	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Gesetzlich / legal; Internet; Jugendliche und junge Erwachsene; Sexuelle Entwicklung // sexual development	1493
0	0	0	Rasmussen, Mary Louise	2014	Beitrag in …		Pleasure/Desire, Sexularism, and Sexuality Education	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.2 Selbstbestimmung	Sexuelle Bildung // sexuality education; Vergnügen // pleasure	1321
0	0	0	Rasmussen, Mary Louise	2014	Beitrag in …		Taking Homophobia's Measure	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT	Homofeindlichkeit // homophobia	1245
1	0	1	Robinson, Kerry H.	2014	Beitrag in …		Sexual Harassment in Schools: Issues of Identity and Power - Negotiating the Complexities, Contexts and Contradictions of This Everyday Practice	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Ethnizität // ethnicity; Homofeindlichkeit // homophobia; Identität // identity; Lehrer*innen // Teachers; Männlichkeit // masculinity; queer; Rassismus // racism; Schule // school; Schüler*innen // pupils; Schulklima // school climate; sexuelle Belästigung // sexual harassment; Sozialisation // socialization; Weiblichkeit // femininity	1306
1	0	0	Robinson, Kerry H.; Davies, Cristyn; Saltmarsh, Sue	2014	Beitrag in …		Conclusions: Rethinking School Violence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 6.5 Disclosure	Geschlecht // gender; Gewalt // violence; Mobbing // bullying; Prävention // prevention; Schüler*innen // pupils; Schulklima // school climate; sexuelle Belästigung // sexual harassment	1312
0	0	0	Robles-Fernández, Ramón	2014	Beitrag in …		A GSA's Impact on Students' Beliefs and Attitudes Toward Civic and Political Participation, Civic Engagement, and Social Justice	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche	Einstellungen // attitudes; Schüler*innen // pupils; soziale Ungleichheit und/oder Gerechtigkeit // social inequality and/or justice	1261
0	0	1	Roth, Jillian R.; Robinson, Lea; O'Bryant, Camille; Griffin, Pat	2014	Beitrag in …		3 to 1	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 2.2.3.1 Schulfächer; 2.2.3.1.1 Sportunterricht; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Intersektionalität // intersectionality; queer; Sport // sports	1273
1	0	0	Rushbrooke, Elizabeth; Murray, Craig D.; Townsend, Samantha	2014	Zeitschriftenaufsatz	Research in Developmental Disabilities	What difficulties are experienced by caregivers in relation to the sexuality of people with intellectual disabilities? A qualitative meta-synthesis	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 4 Fachkräfte; 4.1 Intern; 7 Sexualität	Behinderung // disability; Pflegepersonen // carers; Professionalität // professionality; Sexualität // sexuality; sexuelles Verhalten // sexual behaviour	1133
0	0	0	Saleh, Fabian M.; Feldman, Barry N.; Grudzinskas, Albert; Ravven, Simha E.; Cody, Richard	2014	Beitrag in …		Cybersexual Harassment and Suicide	1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung	Internet; Selbstmord // suicide; sexuelle Belästigung // sexual harassment	1485
0	0	0	Saleh, Fabian M.; Grudzinskas, Albert; Judge, Abigail	2014	Buch (Sammelwerk)		Adolescent sexual behavior in the digital age	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Internet; Jugendliche und junge Erwachsene; sexuelles Verhalten // sexual behaviour	940
0	0	0	Saltmarsh, Sue	2014	Buch (Sammelwerk)		Rethinking school violence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 6.2.2 Missbrauch	Geschlecht // gender; Schule // school; Schulklima // school climate	1061
0	0	0	Saltmarsh, Sue	2014	Beitrag in …		""The kid most likely""	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Diskurs // discourse; Mobbing // bullying; Schule // school; Sprache // language	1303
0	0	0	Sanjakdar, Fida	2014	Beitrag in …		Sacred Pleasure	1 Sozialer Kontext; 1.4 Identitäten; 1.4.5 Religion; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.2 Selbstbestimmung	Islam; Jugendliche und junge Erwachsene; Religion; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexualität // sexuality; Sexuelle Bildung // sexuality education; Unterricht // class; Vergnügen // pleasure	1224
0	0	1	Scott, Charles L.	2014	Beitrag in …		Chat Rooms and Social Networking Sites	1 Sozialer Kontext; 1.3 Medien und Technologie	Internet	1484
0	0	0	Seidel, Anja; Wienholz, Sabine; Michel, Marion; Luppa, Melanie; Riedel-Heller, Steffi Gerlinde	2014	Zeitschriftenaufsatz	Sexuality and Disability	Sexual Knowledge Among Adolescents with Physical Handicaps	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Behinderung // disability; Jugendliche und junge Erwachsene	1141
0	0	1	Seroussi, Ariel; Bonnici, Daniel; Leogn, Gregory B.; Weinstock, Robert	2014	Beitrag in …		Ethical and Legal Considerations for Psychiatry Regarding Adolescents and Technology Use	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Ehtik // ethics; Gesetzlich / legal; Jugendliche und junge Erwachsene; Technologie // technology	1492
0	0	0	Shepard Paynea, Jennifer; Galvan, Frank H.; Williams, John K.; Prusinskic, Missy; Zhang, Muyu; Wyatt, Gail E.; Myers, Hector F.	2014	Zeitschriftenaufsatz	Culture, Health & Sexuality	Impact of childhood sexual abuse on the emotions and behaviours of adult men from three ethnic groups in the USA	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Männer // men; Sexualität // sexuality; sexueller Kindesmissbrauch	667
0	0	1	Smahel, David; Subrahmanyam, Kaveri	2014	Beitrag in …		Adolescent Sexuality on the Internet: A Developmental Perspective	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Internet; Jugendliche und junge Erwachsene; Sexualität // sexuality	1482
1	0	0	Soylu, Nusret; Ayaz, Muhammed; Yüksel, Tuğb	2014	Zeitschriftenaufsatz	Child Abuse & Neglect	Early-married and sexually abused girls differ in their psychiatric outcomes	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Heirat // marriage; Jugendliche und junge Erwachsene; Kinder; Psychische Gesundheit; Sexueller Missbrauch // sexual abuse	780
1	0	0	Stege, Heleen A., van der; Hilberink, Sander R.; Visser, Adriaan P.; Staa, AnneLoes van	2014	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Motivational factors in discussing sexual health with young people with chronic conditions or disabilities	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Behinderung // disability; Jugendliche und junge Erwachsene; sexuelle Gesundheit // sexual health	1043
1	0	0	Tabatabaie, Alireza	2014	Zeitschriftenaufsatz	Sex Education	Childhood and adolescent sexuality, Islam, and problematics of sex education	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.5 Religion; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Islam; Jugendliche und junge Erwachsene; Kinder; Selbstbestimmung // agency; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexuelle Bildung // sexuality education; sexuelle Rechte // sexual rights; sexuelles Verhalten // sexual behaviour	1799
0	0	1	Ullman, Jacqueline; McGraw, Kelli	2014	Beitrag in …		Troubling Silences and Taboo Texts	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche	Homosexualität; Schulklima // school climate; Sicherheit // safety; Student*innen // college students; Tabu // taboo	1262
0	0	1	Vincent, Louise; Macleod, Catriona	2014	Beitrag in …		Introducing a Critical Pedagogy of Sexual and Reproductive Citizenship: Extending the ´Framework of Thick Desire´	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.2 Selbstbestimmung; 8 Forschung; 8.2 Theorie	Framework of Thick Desire; kritische Pädagogik // critical pedagogy	1319
0	0	1	Walker Woolley, Susan	2014	Beitrag in …		(Im)perceptible Silences	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Bisexualität // bisexuality; Diskurs // discourse; lesbisch // lesbian; Schule // school; schwul // gay; trans*ident // trans*	1264
0	0	1	Whitlock, Reta Ugena	2014	Beitrag in …		LGBT Families and Southern Schools	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 5.3 Eltern	Bisexualität // bisexuality; Familie // family; lesbisch // lesbian; Schule // school; schwul // gay; trans*ident // trans*	1247
0	0	0	Allard, Troy; Rayment-McHugh, Sue; Adams, Dimity; Smallbone, Stephen; McKillop, Nadine	2015	Zeitschriftenaufsatz	Journal of Sexual Aggression	Responding to youth sexual offending	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 8 Forschung; 8.4 Ergebnisse; 8.5 Forschungslücken	jugendliche Täter*innen // adolescent sex offender; Jungen // boys	249
0	0	0	Babchishin, Kelly M.; Nunes, Kevin L.; Hermann, Chantal A.; Malcom, J. Renee	2015	Zeitschriftenaufsatz	Journal of Sexual Aggression	Implicit sexual interest in children	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 8 Forschung; 8.3 Methodologie; 8.4 Ergebnisse	Pädosexualität // pedosexuality; sexuelles Verhalten // sexual behaviour; Täter*in // offender	234
1	0	0	Balfe, Myles; Gallagher, Bernard; Masson, Helen; Balfe, Shane; Brugha, Ruairi; Hackett, Simon	2015	Zeitschriftenaufsatz	Child Abuse Review	Internet Child Sex Offenders' Concerns about Online Security and their Use of Identity Protection Technologies	1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.3 Methodologie; 8.4 Ergebnisse	Internet; sexueller Kindesmissbrauch; Täter*in // offender	868
1	0	0	Bergen, Emilia; Ahto, Anna; Schulz, Anja; Imhoff, Roland; Antfolk, Jan; Schuhmann, Petya; Alanko, Katarina; Santtila, Pekka; Jern, Patrick	2015	Zeitschriftenaufsatz	The Journal of Sex Research	Adult-Adult and Adult-Child/Adolescent Online Sexual Interactions	1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art	Internet; sexuelle Erfahrung // sexual experience; sexueller Kindesmissbrauch	732
0	0	1	Betancourt, Gerardo	2015	Beitrag in …		A theoretical model for intervening in complex sexual behaviours	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.8 Offene Kinder- und Jugendarbeit; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Gruppensettings // group settings; Homosexualität; Identität // identity; Internet; Intervention // intervention; Intimität // intimacy; Latinx; Männer // men; Männlichkeit // masculinity; Migration; Prävention // prevention; queer; Risikofaktoren // risk factors; Risikoverhalten // risk behavior; Schutz // protection; Sexualität // sexuality; Sexuell übertragbare Infektionen // sexually transmitted infections; sexuelle Gesundheit // sexual health; sexuelles Risiko // sexual risk; Stigmatisierung // stigma; Vergnügen // pleasure	1196
1	0	0	Black, Pamela J.; Wollis, Melissa; Woodworth, Michael; Hancock, Jeffrey T.	2015	Zeitschriftenaufsatz	Child Abuse & Neglect	A linguistic analysis of grooming strategies of online child sex offenders: Implications for our understanding of predatory sexual behavior in an increasingly computer-mediated world	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.2 Art	Grooming; Internet; Jugendliche und junge Erwachsene; Täter*in // offender	785
